activity_id,molregno,assay_id,doc_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,compound_chembl_id,compound_name,max_phase,molecule_type,first_approval,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,assay_type,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,target_chembl_id,target_name,target_type,target_organism
2831,3005,808,420,Potency,=,23.303079511750493,nM,7.538666375329834,,,CHEMBL4682,,3,Small molecule,,502.03658387154826,1.3123130915226042,0,7,72.82016606915377,1,Y,0,NEUTRAL,483.8644286416414,2,71,2,F,Homo sapiens,,,,CHEMBL2307,Dopamine D2 receptor,SINGLE PROTEIN,Mus musculus
2832,1133,531,385,Kd,<=,2.2927602687392086,nM,7.107841383242549,,,CHEMBL473,,4,Small molecule,,317.7967101101047,-1.0296191873310994,10,0,29.167511952647835,14,Y,0,NEUTRAL,506.29617759633015,0,63,1,B,Homo sapiens,,,,CHEMBL613,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2833,3340,47,295,Ki,=,1.1679179000747542,nM,8.738340256504408,,,CHEMBL841,,0,Small molecule,,444.65761741455265,1.3282896687430106,6,1,51.2058685639467,9,Y,0,ACID,258.41824854376813,2,33,0,U,Mus musculus,,,,CHEMBL2840,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
2834,3312,65,215,IC50,=,21.696640088922663,nM,5.100891178138703,,,CHEMBL1150,Compound_2833,1,Small molecule,,383.32982867508514,3.2113825393008057,14,4,78.86541281573552,7,Y,1,NEUTRAL,330.62369590974106,3,78,1,U,Mus musculus,,,,CHEMBL4865,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Homo sapiens
2835,3373,963,474,Potency,=,78.99716893243892,nM,9.887511073491103,,,CHEMBL2325,,4,Small molecule,,409.1041951073897,1.751382872997814,4,4,126.79215589815774,19,Y,1,NEUTRAL,450.074719899481,2,18,0,F,Mus musculus,,,,CHEMBL3441,Matrix metalloproteinase-9,SINGLE PROTEIN,
2836,988,475,203,Ki,=,167.72304598211298,nM,9.276569752200043,,,CHEMBL3771,,2,Small molecule,,390.85354275869105,3.6157934782777628,5,0,115.08052684351567,12,Y,0,ZWITTERION,199.75374700366575,3,62,0,B,Rattus norvegicus,,,,CHEMBL721,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
2837,3322,146,250,Ki,=,32.00224476081747,nM,6.4015610453175755,,,CHEMBL4601,,1,Protein,,308.17661553949677,3.492846911854993,1,7,21.9672494677328,0,N,2,NEUTRAL,165.42196402219702,0,55,0,B,Rattus norvegicus,,,,CHEMBL1410,Acetylcholinesterase,PROTEIN COMPLEX,Homo sapiens
2838,4616,946,362,Potency,=,4.003796205570998,nM,6.490551442436383,,,CHEMBL482,,2,Small molecule,,374.2665072305725,2.3102251364292177,2,7,65.8925004793107,0,Y,1,ZWITTERION,224.84087425842995,3,48,0,A,Homo sapiens,,,,CHEMBL2514,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
2839,4955,798,257,IC50,=,20.93334097127693,nM,9.09396317280913,,,CHEMBL3484,Compound_2838,3,Small molecule,,334.1800328749308,2.4045474753278655,0,5,48.93626193312799,15,Y,0,NEUTRAL,287.36228192347,3,30,0,A,,,,,CHEMBL237,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2840,174,382,75,IC50,<,40.875261284643,nM,6.673387786665186,,,CHEMBL1459,,2,Protein,,352.7367088823725,3.1746654445525855,2,6,88.32826297004362,3,Y,1,NEUTRAL,467.8878797572425,3,36,0,F,Homo sapiens,,,,CHEMBL446,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
2841,3742,66,344,EC50,=,4.355066174572253,nM,7.0489798998293915,,,CHEMBL3235,Compound_2840,4,Small molecule,,336.51355112555353,1.51954574757531,13,5,79.69906110628266,1,Y,0,NEUTRAL,400.15841286939184,2,45,0,F,Rattus norvegicus,,,,CHEMBL4227,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
2842,3053,517,202,IC50,=,7.823832217313173,nM,8.475855683918871,,,CHEMBL3002,Compound_2841,4,Small molecule,,465.05600185258606,1.8754288155913978,4,4,68.32858666402215,4,N,0,BASE,430.20178564282196,5,46,0,B,Homo sapiens,,,,CHEMBL1869,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2843,727,93,142,Ki,=,21.28118247091094,nM,6.32793913135421,,,CHEMBL2314,,3,Small molecule,,307.7031456446598,2.5541834682181643,2,2,83.10620806880405,5,N,0,ZWITTERION,309.83478137990835,0,37,1,B,Homo sapiens,,,,CHEMBL4987,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Mus musculus
2844,3761,865,206,IC50,=,31.301388541664497,nM,6.724113486456774,,,CHEMBL2366,Compound_2843,2,Small molecule,,373.2452807002636,0.6705183669779455,9,3,84.35372436057705,16,Y,0,ACID,223.47765733971224,4,45,0,B,Mus musculus,,,,CHEMBL3737,Dopamine D2 receptor,PROTEIN COMPLEX,Homo sapiens
2845,1876,426,199,IC50,<=,1.6225668375031386,nM,4.222713541398619,,,CHEMBL3170,,0,Small molecule,,354.10716889660745,0.9339444010526399,1,7,65.17364048528768,16,N,0,BASE,362.0889374329618,4,11,0,F,Homo sapiens,,,,CHEMBL3219,Serotonin transporter,CELL-LINE,Mus musculus
2846,4034,468,407,EC50,=,6.662430356741695,nM,4.79908057666599,,,CHEMBL4696,Compound_2845,3,Small molecule,,414.8739490355811,4.621395667173705,5,7,92.15118886375556,3,Y,3,ACID,313.038326759473,5,68,1,A,Homo sapiens,,,,CHEMBL1163,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
2847,990,94,171,EC50,=,26.58525587140413,nM,6.751956420036409,,,CHEMBL1908,,1,Protein,,363.7310328902817,3.8286477934322276,14,7,116.02381537846524,16,Y,0,NEUTRAL,318.58451162987177,4,67,0,B,Homo sapiens,,,,CHEMBL2956,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
2848,3745,618,406,IC50,=,54.250125520325966,nM,4.273986926430171,,,CHEMBL4658,Compound_2847,3,Small molecule,,295.6104458078606,0.35514022857623395,9,3,121.95561713462148,10,N,0,ZWITTERION,427.15004433206195,4,59,0,U,Homo sapiens,,,,CHEMBL2552,Matrix metalloproteinase-9,CELL-LINE,Homo sapiens
2849,2687,133,316,IC50,<,26.55432269670662,nM,5.842079114000672,,,CHEMBL4078,Compound_2848,4,Small molecule,,319.2275408172568,3.6476126451006348,6,6,59.95411136640342,14,Y,1,ACID,369.7088827275388,1,12,0,U,,,,,CHEMBL3966,Matrix metalloproteinase-9,PROTEIN COMPLEX,Homo sapiens
2850,420,434,228,EC50,=,36.01571530763413,nM,6.623464375867855,,,CHEMBL2537,Compound_2849,1,Small molecule,,391.41664144853667,3.378752851030459,13,4,124.07107829567683,0,Y,0,NEUTRAL,299.9733188446576,4,38,0,F,Rattus norvegicus,,,,CHEMBL4386,Epidermal growth factor receptor,PROTEIN COMPLEX,Homo sapiens
2851,594,341,411,Ki,=,33.54652105493424,nM,4.609704139116632,,,CHEMBL3585,Compound_2850,4,Small molecule,,413.2916302931373,3.725758026475661,3,0,118.93572753416154,13,N,0,NEUTRAL,360.9909065899849,1,34,1,B,Homo sapiens,,,,CHEMBL2053,Dopamine D2 receptor,PROTEIN FAMILY,
2852,1775,314,440,Kd,<,3.8820699434351678,nM,4.391953211676411,,,CHEMBL2966,,2,Protein,,371.807474795748,2.564445748466485,3,6,54.40558455860665,14,Y,0,NEUTRAL,251.11742573113298,2,14,3,A,Rattus norvegicus,,,,CHEMBL4828,Matrix metalloproteinase-9,PROTEIN COMPLEX,Homo sapiens
2853,2460,591,386,IC50,=,316.09812089530857,nM,4.09768240938184,,,CHEMBL267,,1,Small molecule,,485.01292638114995,3.4571590890706907,0,0,108.02419276184618,1,N,0,NEUTRAL,275.15103024449957,3,39,0,U,Homo sapiens,,,,CHEMBL1931,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
2854,936,212,423,EC50,=,9.30792489820563,nM,6.911935784588655,,,CHEMBL1136,,0,Oligosaccharide,,445.5671233631213,3.466563808892598,1,3,75.08472579934364,11,N,0,ACID,326.7414873978164,2,65,1,P,Homo sapiens,,,,CHEMBL953,Acetylcholinesterase,PROTEIN COMPLEX,Mus musculus
2855,3809,520,179,IC50,=,4.437649610913512,nM,4.881010668515474,,,CHEMBL2059,Compound_2854,3,Small molecule,,373.0045997889039,1.3498596072917735,12,3,124.21608481564917,5,Y,1,NEUTRAL,200.98096713662443,2,69,0,B,Mus musculus,,,,CHEMBL1311,Epidermal growth factor receptor,PROTEIN COMPLEX,
2856,332,159,366,IC50,<,1.08719360819935,nM,8.131579432809776,,,CHEMBL4577,,3,Small molecule,,342.9433101667381,4.052919190138805,6,4,75.42479938521973,7,Y,0,ZWITTERION,409.3156315053519,1,27,1,A,Homo sapiens,,,,CHEMBL2756,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2857,3450,268,275,Potency,>,7.145780129137476,nM,6.957643021919679,,,CHEMBL4828,Compound_2856,2,Small molecule,,430.73033191409934,1.0244348453799206,11,1,115.57611596750326,9,Y,1,ZWITTERION,191.9379615502847,2,71,0,F,Homo sapiens,,,,CHEMBL1441,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
2858,2703,661,62,IC50,=,5.008777062962435,nM,4.113622465950779,,,CHEMBL343,Compound_2857,1,Protein,,277.9131369684733,0.9283309926787302,12,0,89.42195210401078,3,Y,3,NEUTRAL,242.41515818437458,3,43,2,B,Homo sapiens,,,,CHEMBL394,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
2859,4007,862,327,IC50,=,9.458213681116838,nM,4.354208788931689,,,CHEMBL2809,,1,Protein,,221.80070007106926,3.7023009468896637,3,5,66.08844245373125,11,Y,1,NEUTRAL,298.0974082675327,0,64,0,B,Rattus norvegicus,,,,CHEMBL2438,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
2860,3869,958,204,IC50,=,37.971381733202044,nM,9.50670103585548,,,CHEMBL3730,Compound_2859,3,Small molecule,,424.5238920495201,4.204439633566497,4,4,51.08861880252448,8,Y,0,NEUTRAL,378.8597016979333,2,55,0,A,Homo sapiens,,,,CHEMBL2221,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
2861,4201,603,451,Potency,<,216.84809115766345,nM,4.746008563572447,,,CHEMBL3133,,0,Small molecule,,520.1058701647277,4.92951694326336,13,2,49.74938836078702,17,Y,1,NEUTRAL,338.2509676487452,4,26,1,B,Homo sapiens,,,,CHEMBL1040,Acetylcholinesterase,PROTEIN COMPLEX,Homo sapiens
2862,202,748,447,EC50,=,102.12073550706663,nM,8.543944072649627,,,CHEMBL1003,,0,Small molecule,,306.5176588508396,1.870528670818774,3,6,66.35313871556528,3,Y,1,BASE,160.0,2,48,1,B,,,,,CHEMBL759,Serotonin transporter,SINGLE PROTEIN,Mus musculus
2863,2498,474,367,EC50,=,0.358094971667333,nM,5.47762858727405,,,CHEMBL280,,1,Small molecule,,364.7402130628375,2.729251086700077,10,6,66.15782356536577,4,Y,0,ZWITTERION,276.19491412707384,3,10,0,B,Mus musculus,,,,CHEMBL1679,Dopamine D2 receptor,PROTEIN COMPLEX,Mus musculus
2864,1843,801,133,EC50,=,150.8751257295264,nM,5.9293982138619965,,,CHEMBL4387,Compound_2863,0,Small molecule,,359.13820474754107,3.2498325022252352,3,7,89.96436257905165,8,N,2,BASE,507.5775923914395,0,37,0,F,Homo sapiens,,,,CHEMBL1038,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2865,1867,410,72,IC50,<,56.96040122691687,nM,4.148745368621831,,,CHEMBL964,,2,Small molecule,,272.4693021996724,0.8170162974768003,4,0,72.75529213858283,1,N,3,NEUTRAL,407.500510353783,3,24,1,U,,,,,CHEMBL1777,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2866,1997,474,78,Kd,=,737.1204579216738,nM,7.336891446159432,,,CHEMBL2070,Compound_2865,1,Small molecule,,496.90068601005544,4.414161396297117,11,4,120.86290789826137,3,Y,0,BASE,234.83607723250643,4,38,0,F,Homo sapiens,,,,CHEMBL3527,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
2867,910,356,189,IC50,=,5.609525822008335,nM,6.802267027678379,,,CHEMBL2571,Compound_2866,3,Oligosaccharide,,328.6719912707845,4.684426898675985,4,0,84.84511998864696,7,Y,0,BASE,298.6673021191987,3,29,0,B,Homo sapiens,,,,CHEMBL3445,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
2868,4306,680,356,Ki,=,2.6770790351471367,nM,8.469727249725985,,,CHEMBL636,Compound_2867,2,Small molecule,,439.56017488819634,3.7305600790098614,8,6,91.62078356777438,8,Y,0,BASE,442.5572101936856,1,23,0,B,Mus musculus,,,,CHEMBL4007,Cannabinoid CB1 receptor,PROTEIN FAMILY,Homo sapiens
2869,4659,193,71,EC50,>,113.27556320342387,nM,9.434135800786532,,,CHEMBL4551,,3,Oligosaccharide,,447.77978464611397,1.233991359753455,3,6,72.52807420431293,18,Y,0,BASE,304.3990329108012,3,51,0,A,Homo sapiens,,,,CHEMBL3105,Tyrosine-protein kinase ABL1,PROTEIN FAMILY,Mus musculus
2870,3190,699,263,IC50,>=,90.69389568033202,nM,7.286252795158989,,,CHEMBL4969,,2,Small molecule,,321.53525815990974,0.7073627101203437,3,1,123.74975204332208,14,Y,0,NEUTRAL,253.98985258504138,2,11,0,B,Homo sapiens,,,,CHEMBL2870,Dopamine D2 receptor,SINGLE PROTEIN,Mus musculus
2871,771,271,306,IC50,=,5.187880684981724,nM,9.713600550455858,,,CHEMBL610,,1,Small molecule,,405.25273447063336,2.7431976039681567,6,1,55.12727113952086,3,Y,0,NEUTRAL,272.32038958727867,2,52,1,P,,,,,CHEMBL1437,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2872,3156,114,46,Ki,=,12.0841193146426,nM,4.888883569989422,,,CHEMBL2124,,4,Small molecule,,234.30122460121453,2.1251742383233525,5,6,5.058857592557814,18,N,1,ZWITTERION,385.9391194782264,3,46,0,B,Homo sapiens,,,,CHEMBL3146,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
2873,2502,897,224,IC50,=,52.3258893362515,nM,6.067873772299187,,,CHEMBL2242,Compound_2872,4,Antibody,,438.64558076889557,0.42206444520074893,9,0,53.78723361383544,1,Y,0,ACID,393.6597732891526,0,23,0,B,Homo sapiens,,,,CHEMBL1236,Serotonin transporter,SINGLE PROTEIN,Mus musculus
2874,2715,523,328,IC50,=,40.344980866634906,nM,8.979050636270516,,,CHEMBL3899,Compound_2873,1,Small molecule,,232.78616020288433,4.790696725758902,11,0,74.49476626309826,7,Y,0,NEUTRAL,483.80573179199473,3,47,0,F,Rattus norvegicus,,,,CHEMBL2698,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
2875,4725,55,250,IC50,=,18.681458663710103,nM,7.319886620464848,,,CHEMBL1523,,3,Small molecule,,326.41558282677573,5.47709660749992,7,2,65.47598071990532,3,Y,0,NEUTRAL,379.21058693077634,2,13,1,F,Rattus norvegicus,,,,CHEMBL2748,Cannabinoid CB1 receptor,SINGLE PROTEIN,
2876,3586,770,76,Ki,=,24.160122512141257,nM,7.281828958556914,,,CHEMBL2804,,4,Small molecule,,512.7603658571558,3.056338515211439,9,2,57.19387725831953,7,N,0,NEUTRAL,419.85215335954916,4,35,1,F,Homo sapiens,,,,CHEMBL4322,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
2877,1629,65,74,Kd,<,3.909337407295026,nM,6.762314966621322,,,CHEMBL3818,,1,Protein,,425.4309407096757,3.3288475478254944,7,4,54.20582080153372,7,Y,1,ZWITTERION,312.7965949281569,0,52,0,B,Mus musculus,,,,CHEMBL384,Acetylcholinesterase,PROTEIN COMPLEX,
2878,387,991,142,Kd,=,13.415454874746423,nM,4.111997402457538,,,CHEMBL4819,,2,Small molecule,,389.6782963874548,1.017860400319746,0,2,70.84612521169113,0,Y,0,NEUTRAL,271.24639611525,2,57,0,F,Mus musculus,,,,CHEMBL3317,Dopamine D2 receptor,SINGLE PROTEIN,
2879,3422,684,73,EC50,>,1.2580265505112045,nM,4.482041819341818,,,CHEMBL3368,,2,Small molecule,,395.8611192897097,4.691626285331633,0,7,153.0150969374293,4,Y,0,ACID,256.0420983153962,4,58,1,F,Homo sapiens,,,,CHEMBL1728,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
2880,4009,272,102,EC50,<,19.867535292560547,nM,4.5370879523746375,,,CHEMBL168,,2,Small molecule,,447.5849586468289,4.407294599215397,9,4,55.7726721055928,9,N,0,NEUTRAL,331.2210438479644,3,78,2,P,,,,,CHEMBL2147,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
2881,4094,502,94,IC50,=,1.297388483217338,nM,5.136749690769182,,,CHEMBL2227,,4,Small molecule,,170.00838132594498,1.1663722560458045,9,4,93.21302060668906,5,N,0,BASE,310.73551702187103,4,56,0,A,,,,,CHEMBL4173,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,Mus musculus
2882,4364,662,69,IC50,=,2.210037118565539,nM,4.565656081523476,,,CHEMBL3305,Compound_2881,0,Small molecule,,331.27208428266846,1.8320808397517847,8,2,99.37103997412927,11,Y,2,BASE,232.19406762732518,4,31,0,B,Homo sapiens,,,,CHEMBL256,Vascular endothelial growth factor receptor 2,PROTEIN FAMILY,Homo sapiens
2883,2467,362,65,Kd,>,11777.790951866546,nM,4.639622906152704,,,CHEMBL2441,,2,Small molecule,,242.0490821644832,1.2928262981838368,13,0,94.87897016857144,13,N,1,NEUTRAL,273.68368775197536,4,16,0,F,Homo sapiens,,,,CHEMBL561,Cannabinoid CB1 receptor,PROTEIN FAMILY,Mus musculus
2884,2283,146,193,Ki,>,0.4496443746851787,nM,7.821343572285331,,,CHEMBL3735,,0,Small molecule,,491.94745888444857,2.1764606848343706,5,3,89.13943898391102,8,N,0,NEUTRAL,554.9465328034478,2,54,0,U,Homo sapiens,,,,CHEMBL2213,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
2885,1857,943,441,Ki,=,141.15221118780414,nM,4.710083094841709,,,CHEMBL653,,1,Small molecule,,347.2660071889609,2.7936827850528334,3,4,77.89650261522422,15,Y,0,ACID,264.5644098784352,1,16,1,A,Homo sapiens,,,,CHEMBL4570,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
2886,1999,209,62,EC50,=,34.621564458580366,nM,6.79019689961841,,,CHEMBL1435,Compound_2885,2,Oligosaccharide,,367.2565632430784,0.6662448406608692,3,2,84.5860522203059,2,Y,1,ZWITTERION,337.3025358275231,1,38,1,B,Rattus norvegicus,,,,CHEMBL3993,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2887,1237,286,20,Kd,>,36.61893957027428,nM,4.378775175313786,,,CHEMBL1248,,3,Small molecule,,546.3215476877233,0.6751913267239098,4,2,56.19736521719619,11,Y,1,ZWITTERION,160.0,2,33,3,B,Homo sapiens,,,,CHEMBL4049,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2888,4670,10,241,Potency,=,2.3775268631176747,nM,5.616442303563572,,,CHEMBL1625,Compound_2887,3,Protein,,448.97872441534054,2.695410983748084,3,0,34.78628056445986,13,Y,1,NEUTRAL,313.07074430563,0,16,0,A,Homo sapiens,,,,CHEMBL4686,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
2889,4145,739,203,IC50,=,86.46360398168876,nM,9.546095736730384,,,CHEMBL3851,,0,Small molecule,,385.26596776388214,4.921001373802122,4,0,83.47579245217864,3,Y,0,NEUTRAL,460.1930170510768,3,27,0,F,Homo sapiens,,,,CHEMBL3842,Cannabinoid CB1 receptor,CELL-LINE,Homo sapiens
2890,1151,186,410,IC50,<=,0.5298109990573069,nM,4.186040943206494,,,CHEMBL4368,Compound_2889,0,Small molecule,,461.3252841506734,2.8506941588760792,9,1,128.42164234645736,18,N,0,NEUTRAL,318.81511653168053,2,46,0,F,Homo sapiens,,,,CHEMBL3162,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
2891,4319,574,300,EC50,>,7.482574588940174,nM,9.261770638534406,,,CHEMBL3968,,1,Oligosaccharide,,391.4606822110287,3.3812368399519195,13,1,62.28742747789483,19,Y,0,ACID,254.75331515706296,4,44,0,F,Homo sapiens,,,,CHEMBL3002,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
2892,1432,597,195,IC50,=,20.847743765888314,nM,8.557655546037758,,,CHEMBL2717,,1,Antibody,,402.285962735741,3.8806272076043125,9,7,65.77693094923383,6,Y,0,NEUTRAL,248.0981028233831,2,20,1,F,Rattus norvegicus,,,,CHEMBL4005,Matrix metalloproteinase-9,SINGLE PROTEIN,Mus musculus
2893,1820,464,454,Kd,=,559.1864691660129,nM,9.525496731970659,,,CHEMBL825,Compound_2892,0,Small molecule,,419.54728045800886,2.1446546013909584,10,6,138.16511642606844,14,Y,0,ACID,406.14644525931806,3,12,1,F,Homo sapiens,,,,CHEMBL4545,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2894,2325,134,62,IC50,=,74.52843233376672,nM,8.721229475335281,,,CHEMBL1089,,4,Small molecule,,265.05261805656653,0.39811623085477654,7,6,84.50868620384813,13,N,0,BASE,458.46101995526135,3,44,2,B,Rattus norvegicus,,,,CHEMBL4320,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
2895,1131,835,107,EC50,=,8.470689127954277,nM,8.957074158295232,,,CHEMBL3661,Compound_2894,2,Small molecule,,405.5874309478281,3.3683651437903532,3,2,30.830997334162845,12,Y,0,NEUTRAL,612.5917362289663,1,34,0,P,Rattus norvegicus,,,,CHEMBL352,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
2896,2659,809,125,EC50,<,11.497952080161996,nM,4.646343278747936,,,CHEMBL91,,2,Small molecule,,278.25863122422487,3.669578602906616,4,2,145.11981970618996,11,N,0,NEUTRAL,160.0,0,61,0,F,Rattus norvegicus,,,,CHEMBL1919,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
2897,3501,171,301,EC50,=,63.2276578699284,nM,9.013276994780135,,,CHEMBL3563,,3,Antibody,,404.3106003862309,1.8669626470978886,0,5,77.107168783735,14,Y,0,NEUTRAL,278.72663066059147,0,13,1,F,Rattus norvegicus,,,,CHEMBL4092,Matrix metalloproteinase-9,PROTEIN COMPLEX,Homo sapiens
2898,375,213,267,IC50,>=,1.778848723709247,nM,6.862726027355952,,,CHEMBL315,Compound_2897,2,Oligosaccharide,,354.86884317531644,5.031157675565252,13,3,64.79707918792494,14,N,1,NEUTRAL,362.11421406008486,2,62,0,B,Mus musculus,,,,CHEMBL4984,Epidermal growth factor receptor,SINGLE PROTEIN,
2899,2121,973,456,Potency,=,184.91272220955588,nM,6.109474466831778,,,CHEMBL4622,,3,Small molecule,,510.75091184014326,0.9655974367455498,13,7,20.58058674547393,15,Y,0,NEUTRAL,453.74777336468946,3,10,0,A,Homo sapiens,,,,CHEMBL4226,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
2900,4021,530,477,IC50,=,16.615897223299232,nM,4.923148232407699,,,CHEMBL939,Compound_2899,4,Small molecule,,324.57332248388013,1.8509469688303288,9,5,80.22758347768934,6,Y,2,ZWITTERION,495.8662380328758,0,48,0,U,Homo sapiens,,,,CHEMBL2589,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
2901,2022,826,202,Ki,=,3.4889241793334422,nM,4.004018009804291,,,CHEMBL2935,,1,Small molecule,,388.52058954291255,3.314986530249488,11,6,94.26194881703229,9,Y,0,NEUTRAL,281.00721003505,3,21,0,P,Rattus norvegicus,,,,CHEMBL4108,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2902,3706,502,162,Ki,=,1.233852927879883,nM,7.855774615643766,,,CHEMBL2710,,2,Small molecule,,393.8214991559989,0.3691264846828992,3,5,104.64753503659752,15,Y,0,NEUTRAL,316.71912483981777,2,38,0,A,Mus musculus,,,,CHEMBL2162,Dopamine D2 receptor,PROTEIN COMPLEX,Mus musculus
2903,3260,572,344,IC50,<,0.13613363534646178,nM,8.356132690088105,,,CHEMBL2538,Compound_2902,1,Small molecule,,376.6386976982043,3.1074697668278306,2,3,75.03354680574124,11,N,0,NEUTRAL,297.8435666656818,2,78,1,F,Homo sapiens,,,,CHEMBL4199,Vascular endothelial growth factor receptor 2,PROTEIN FAMILY,
2904,3436,600,302,Potency,<,667.5514588240287,nM,6.328532467174265,,,CHEMBL2133,,0,Antibody,,436.85514718139416,5.250863612389022,11,0,89.30684908460444,11,Y,0,BASE,398.69752471932077,2,27,2,U,Homo sapiens,,,,CHEMBL1568,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
2905,1890,27,112,EC50,=,0.4614996126125355,nM,4.985466222123878,,,CHEMBL1410,,0,Protein,,225.64041086870978,4.8601361584139955,1,2,80.42467597960835,6,Y,1,NEUTRAL,450.8930065956675,0,18,0,F,Homo sapiens,,,,CHEMBL2355,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
2906,1824,68,337,Ki,>,52.40744810338338,nM,4.867395002802882,,,CHEMBL3215,Compound_2905,0,Small molecule,,185.21008930873975,3.224261610826631,5,2,74.54012570411464,0,Y,0,ZWITTERION,467.3551974640799,3,36,2,B,Rattus norvegicus,,,,CHEMBL1943,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
2907,1475,790,32,Ki,=,47.82704801166214,nM,5.009426683244013,,,CHEMBL2800,,0,Small molecule,,257.9660392640958,1.6164060154090478,14,2,0.0,8,Y,0,NEUTRAL,394.51195120162413,1,32,0,U,Homo sapiens,,,,CHEMBL2130,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
2908,2243,408,459,EC50,=,7.741225071021672,nM,4.337249838930151,,,CHEMBL4799,,3,Small molecule,,470.38211201487997,2.4190986445052287,2,3,77.88981660524662,7,Y,0,ZWITTERION,248.61960608912963,2,47,2,B,Homo sapiens,,,,CHEMBL315,Tyrosine-protein kinase ABL1,CELL-LINE,
2909,3244,552,98,IC50,=,16.011097238088897,nM,6.157887577245607,,,CHEMBL2008,Compound_2908,1,Protein,,222.61444914026373,3.099366525460505,7,4,84.0118014687734,16,Y,0,ACID,423.12864899121234,4,61,1,F,Homo sapiens,,,,CHEMBL3153,Dopamine D2 receptor,PROTEIN FAMILY,Homo sapiens
2910,3135,109,472,Ki,=,9.01017967351952,nM,7.696968354765746,,,CHEMBL856,Compound_2909,2,Oligosaccharide,,296.3998070531399,2.87634293744494,1,4,50.11682810922005,14,Y,0,BASE,601.4156482566838,2,70,0,U,,,,,CHEMBL4641,Cannabinoid CB1 receptor,PROTEIN COMPLEX,
2911,2071,74,247,EC50,=,31.36646089749863,nM,6.682643299029779,,,CHEMBL26,Compound_2910,0,Small molecule,,425.5864745084244,3.7629557951321626,10,1,84.7259868963397,17,Y,0,ACID,497.8116958165175,3,34,0,F,Rattus norvegicus,,,,CHEMBL2570,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Homo sapiens
